n_events,duration_s,mean_rate_evs,peak_rate_evs,gap_p50_s,gap_p05_s,gap_min_s,burstiness,match_id,competition_name,season_name,gender,season_start_year
4223,8334.0,0.5067194624430046,3.1,1.0,0.0,1.0,6.117783566185176,3895302,1. Bundesliga,2023/2024,male,2023
3890,8821.0,0.44099308468427617,2.6,1.0,0.0,1.0,5.895784061696658,3895309,1. Bundesliga,2023/2024,male,2023
3771,8686.0,0.4341469030623993,2.6,1.0,0.0,1.0,5.988756298064174,3895320,1. Bundesliga,2023/2024,male,2023
3549,8460.0,0.4195035460992908,2.8,1.0,0.0,1.0,6.674556213017751,3895333,1. Bundesliga,2023/2024,male,2023
3315,8476.0,0.3911042944785276,3.3,1.0,0.0,1.0,8.43764705882353,3895340,1. Bundesliga,2023/2024,male,2023
4133,8485.0,0.48709487330583384,3.0,1.0,0.0,1.0,6.158964432615534,3895348,1. Bundesliga,2023/2024,male,2023
3409,8463.0,0.40281224152191897,2.9,1.0,0.0,1.0,7.199383983572894,3900541,Ligue 1,2015/2016,male,2015
3375,8347.0,0.40433688750449265,3.0,1.0,0.0,1.0,7.419555555555555,3900587,Ligue 1,2015/2016,male,2015
4517,8267.0,0.5463892584976412,2.9,1.0,0.0,1.0,5.3075713969448755,3900591,Ligue 1,2015/2016,male,2015
3368,8557.0,0.3935958864087881,2.7,1.0,0.0,1.0,6.859827790973872,3900594,Ligue 1,2015/2016,male,2015
3187,8518.0,0.3741488612350317,2.8,1.0,0.0,1.0,7.483652337621587,3900596,Ligue 1,2015/2016,male,2015
3155,8406.0,0.3753271472757554,2.3,1.0,0.0,1.0,6.127987321711569,3900601,Ligue 1,2015/2016,male,2015
4299,8371.0,0.5135587146099629,2.8,1.0,0.0,1.0,5.452151663177483,3901166,Ligue 1,2015/2016,male,2015
3175,8358.0,0.37987556831777936,2.6,1.0,0.0,1.0,6.8443464566929135,3901168,Ligue 1,2015/2016,male,2015
3916,8353.0,0.46881359990422605,3.0,1.0,0.0,1.0,6.399131767109295,3901169,Ligue 1,2015/2016,male,2015
3844,8369.0,0.45931413550005973,3.1,1.0,0.0,1.0,6.7491935483870975,3901170,Ligue 1,2015/2016,male,2015
3757,8360.0,0.4494019138755981,3.3,1.0,0.0,1.0,7.343092893265903,3901178,Ligue 1,2015/2016,male,2015
3844,8470.0,0.4538370720188902,2.6,1.0,0.0,1.0,5.728928199791884,3901182,Ligue 1,2015/2016,male,2015
4003,8225.0,0.4866869300911854,2.9,1.0,0.0,1.0,5.958656007994004,3901184,Ligue 1,2015/2016,male,2015
3452,8438.0,0.4091016828632377,2.7,1.0,0.0,1.0,6.599826187717266,3901188,Ligue 1,2015/2016,male,2015
3855,8317.0,0.4635084766141638,2.9,1.0,0.0,1.0,6.25662775616083,3901199,Ligue 1,2015/2016,male,2015
3455,8285.0,0.41701870850935424,2.8,1.0,0.0,1.0,6.714327062228654,3901252,Ligue 1,2015/2016,male,2015
4166,8410.0,0.4953626634958383,2.8,1.0,0.0,1.0,5.652424387902064,3901253,Ligue 1,2015/2016,male,2015
3503,8341.0,0.4199736242656756,2.6,1.0,0.0,1.0,6.190864972880388,3901254,Ligue 1,2015/2016,male,2015
2689,8292.0,0.3242884708152436,2.6,1.0,0.0,1.0,8.017552993677947,3901255,Ligue 1,2015/2016,male,2015
3792,8300.0,0.4568674698795181,2.6,1.0,0.0,1.0,5.690928270042194,3901256,Ligue 1,2015/2016,male,2015
3468,8544.0,0.4058988764044944,2.9,1.0,0.0,1.0,7.144636678200691,3901257,Ligue 1,2015/2016,male,2015
4121,8352.0,0.4934147509578544,2.7,1.0,0.0,1.0,5.472069885950012,3901258,Ligue 1,2015/2016,male,2015
4189,8532.0,0.49097515236755745,2.7,1.0,0.0,1.0,5.499259966579136,3901259,Ligue 1,2015/2016,male,2015
3791,8475.0,0.44731563421828907,2.8,1.0,0.0,1.0,6.259562120812451,3901260,Ligue 1,2015/2016,male,2015
3886,8303.0,0.4680236059255691,2.8,1.0,0.0,1.0,5.982604220277921,3901261,Ligue 1,2015/2016,male,2015
3800,8403.0,0.4522194454361538,2.8,1.0,0.0,1.0,6.191684210526315,3901262,Ligue 1,2015/2016,male,2015
3393,8455.0,0.4013010053222945,2.4,1.0,0.0,1.0,5.980548187444739,3901263,Ligue 1,2015/2016,male,2015
