run_id,condition,gate,n_events,neg_ack,ms_deleted,over_0.1,over_0.25,over_0.5,over_1
concurrency_n2_20260724_152034_kafka_feed1_rep12,kafka_n2_feed1,pass,148,0,96,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep13,kafka_n2_feed1,pass,148,0,85,148,148,144,0
concurrency_n2_20260724_152034_kafka_feed1_rep14,kafka_n2_feed1,pass,148,0,101,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep15,kafka_n2_feed1,pass,148,0,103,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep2,kafka_n2_feed1,pass,148,0,92,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep3,kafka_n2_feed1,pass,148,1,109,148,148,148,1
concurrency_n2_20260724_152034_kafka_feed1_rep4,kafka_n2_feed1,pass,148,0,99,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep5,kafka_n2_feed1,pass,148,0,88,148,148,147,0
concurrency_n2_20260724_152034_kafka_feed1_rep6,kafka_n2_feed1,pass,148,0,102,148,148,146,0
concurrency_n2_20260724_152034_kafka_feed1_rep7,kafka_n2_feed1,pass,148,0,107,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed1_rep8,kafka_n2_feed1,pass,148,0,77,148,148,147,0
concurrency_n2_20260724_152034_kafka_feed1_rep9,kafka_n2_feed1,pass,148,0,105,148,148,148,0
concurrency_n2_20260724_152034_kafka_feed2_rep1,kafka_n2_feed2,pass,71,0,43,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep10,kafka_n2_feed2,pass,71,0,34,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep11,kafka_n2_feed2,pass,71,0,56,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep12,kafka_n2_feed2,fail,71,1,46,71,71,71,1
concurrency_n2_20260724_152034_kafka_feed2_rep13,kafka_n2_feed2,pass,71,0,48,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep14,kafka_n2_feed2,pass,71,0,47,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep15,kafka_n2_feed2,pass,71,0,46,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep2,kafka_n2_feed2,pass,71,0,47,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep3,kafka_n2_feed2,pass,71,0,45,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep4,kafka_n2_feed2,pass,71,0,38,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep5,kafka_n2_feed2,pass,71,0,53,71,71,68,0
concurrency_n2_20260724_152034_kafka_feed2_rep6,kafka_n2_feed2,pass,71,0,49,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep7,kafka_n2_feed2,pass,71,0,41,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep8,kafka_n2_feed2,pass,71,0,43,71,71,71,0
concurrency_n2_20260724_152034_kafka_feed2_rep9,kafka_n2_feed2,pass,71,0,49,71,71,71,0
concurrency_n2_20260724_152034_redis_feed1_rep1,redis_n2_feed1,pass,148,1,84,148,146,85,1
concurrency_n2_20260724_152034_redis_feed1_rep10,redis_n2_feed1,fail,148,2,87,148,144,83,2
concurrency_n2_20260724_152034_redis_feed1_rep11,redis_n2_feed1,pass,148,1,85,148,144,84,1
concurrency_n2_20260724_152034_redis_feed1_rep12,redis_n2_feed1,pass,148,0,89,148,146,84,0
concurrency_n2_20260724_152034_redis_feed1_rep13,redis_n2_feed1,fail,148,3,90,148,145,83,3
concurrency_n2_20260724_152034_redis_feed1_rep14,redis_n2_feed1,fail,148,3,87,148,148,90,3
concurrency_n2_20260724_152034_redis_feed1_rep15,redis_n2_feed1,fail,148,6,94,148,147,91,6
concurrency_n2_20260724_152034_redis_feed1_rep2,redis_n2_feed1,fail,148,2,90,148,145,86,2
concurrency_n2_20260724_152034_redis_feed1_rep3,redis_n2_feed1,fail,148,3,87,148,147,86,3
concurrency_n2_20260724_152034_redis_feed1_rep4,redis_n2_feed1,pass,148,0,81,148,145,84,0
concurrency_n2_20260724_152034_redis_feed1_rep5,redis_n2_feed1,fail,148,4,84,148,146,89,4
concurrency_n2_20260724_152034_redis_feed1_rep6,redis_n2_feed1,fail,148,3,84,148,145,84,3
concurrency_n2_20260724_152034_redis_feed1_rep7,redis_n2_feed1,fail,148,2,85,148,147,88,2
concurrency_n2_20260724_152034_redis_feed1_rep8,redis_n2_feed1,pass,148,1,90,148,145,86,1
concurrency_n2_20260724_152034_redis_feed1_rep9,redis_n2_feed1,fail,148,2,88,148,145,88,2
concurrency_n2_20260724_152034_redis_feed2_rep1,redis_n2_feed2,fail,71,1,38,71,69,41,1
concurrency_n2_20260724_152034_redis_feed2_rep10,redis_n2_feed2,pass,71,0,41,71,70,42,0
concurrency_n2_20260724_152034_redis_feed2_rep11,redis_n2_feed2,pass,71,0,39,71,69,41,0
concurrency_n2_20260724_152034_redis_feed2_rep12,redis_n2_feed2,pass,71,0,37,71,69,41,0
concurrency_n2_20260724_152034_redis_feed2_rep13,redis_n2_feed2,pass,71,0,41,71,67,41,0
concurrency_n2_20260724_152034_redis_feed2_rep14,redis_n2_feed2,fail,71,1,40,71,69,42,1
concurrency_n2_20260724_152034_redis_feed2_rep15,redis_n2_feed2,pass,71,0,38,71,69,42,0
concurrency_n2_20260724_152034_redis_feed2_rep2,redis_n2_feed2,fail,71,1,39,71,71,42,1
concurrency_n2_20260724_152034_redis_feed2_rep3,redis_n2_feed2,pass,71,0,39,71,68,41,0
concurrency_n2_20260724_152034_redis_feed2_rep4,redis_n2_feed2,pass,71,0,39,71,69,42,0
concurrency_n2_20260724_152034_redis_feed2_rep5,redis_n2_feed2,fail,71,1,38,71,70,41,1
concurrency_n2_20260724_152034_redis_feed2_rep6,redis_n2_feed2,pass,71,0,40,71,70,41,0
concurrency_n2_20260724_152034_redis_feed2_rep7,redis_n2_feed2,pass,71,0,38,71,67,41,0
concurrency_n2_20260724_152034_redis_feed2_rep8,redis_n2_feed2,pass,71,0,42,71,71,42,0
concurrency_n2_20260724_152034_redis_feed2_rep9,redis_n2_feed2,pass,71,0,35,71,67,41,0
concurrency_n3_20260723_044248_kafka_feed1_rep1,kafka_n3_feed1,pass,148,1,79,148,148,148,1
concurrency_n3_20260723_044248_kafka_feed1_rep2,kafka_n3_feed1,pass,148,1,72,148,148,148,1
concurrency_n3_20260723_044248_kafka_feed1_rep3,kafka_n3_feed1,fail,148,6,84,148,148,148,6
concurrency_n3_20260723_044248_kafka_feed2_rep1,kafka_n3_feed2,pass,71,0,34,71,71,71,0
concurrency_n3_20260723_044248_kafka_feed2_rep2,kafka_n3_feed2,pass,71,0,40,71,71,71,0
concurrency_n3_20260723_044248_kafka_feed2_rep3,kafka_n3_feed2,pass,71,0,34,71,71,71,0
concurrency_n3_20260723_044248_kafka_feed3_rep1,kafka_n3_feed3,pass,121,1,55,121,121,121,1
concurrency_n3_20260723_044248_kafka_feed3_rep2,kafka_n3_feed3,pass,121,0,52,121,121,119,0
concurrency_n3_20260723_044248_kafka_feed3_rep3,kafka_n3_feed3,pass,121,1,67,121,121,121,1
concurrency_n3_20260723_044248_redis_feed1_rep1,redis_n3_feed1,fail,148,18,86,148,143,99,18
concurrency_n3_20260723_044248_redis_feed1_rep2,redis_n3_feed1,fail,148,23,85,148,147,94,23
concurrency_n3_20260723_044248_redis_feed1_rep3,redis_n3_feed1,fail,148,26,87,148,145,89,26
concurrency_n3_20260723_044248_redis_feed2_rep1,redis_n3_feed2,fail,71,13,44,71,69,46,13
concurrency_n3_20260723_044248_redis_feed2_rep2,redis_n3_feed2,fail,71,9,42,71,67,51,9
concurrency_n3_20260723_044248_redis_feed2_rep3,redis_n3_feed2,fail,71,12,45,71,71,47,12
concurrency_n3_20260723_044248_redis_feed3_rep1,redis_n3_feed3,fail,121,20,73,121,118,78,20
concurrency_n3_20260723_044248_redis_feed3_rep2,redis_n3_feed3,fail,121,20,70,121,121,82,20
concurrency_n3_20260723_044248_redis_feed3_rep3,redis_n3_feed3,fail,121,17,79,121,119,84,17
concurrency_n5_20260722_215931_kafka_feed1_rep1,kafka_n5_feed1,fail,148,49,92,148,148,148,49
concurrency_n5_20260722_215931_kafka_feed1_rep2,kafka_n5_feed1,fail,148,55,78,148,148,146,55
concurrency_n5_20260722_215931_kafka_feed1_rep3,kafka_n5_feed1,fail,148,59,74,148,148,148,59
concurrency_n5_20260722_215931_kafka_feed2_rep1,kafka_n5_feed2,fail,71,32,36,71,71,69,32
concurrency_n5_20260722_215931_kafka_feed2_rep2,kafka_n5_feed2,fail,71,29,46,71,71,71,29
concurrency_n5_20260722_215931_kafka_feed2_rep3,kafka_n5_feed2,fail,71,23,38,71,71,71,23
concurrency_n5_20260722_215931_kafka_feed3_rep1,kafka_n5_feed3,fail,121,55,81,121,121,121,55
concurrency_n5_20260722_215931_kafka_feed3_rep2,kafka_n5_feed3,fail,121,21,48,121,121,121,21
concurrency_n5_20260722_215931_kafka_feed3_rep3,kafka_n5_feed3,fail,121,44,50,121,121,119,44
concurrency_n5_20260722_215931_kafka_feed4_rep1,kafka_n5_feed4,fail,112,26,49,112,112,112,26
concurrency_n5_20260722_215931_kafka_feed4_rep2,kafka_n5_feed4,fail,112,45,60,112,112,112,45
concurrency_n5_20260722_215931_kafka_feed4_rep3,kafka_n5_feed4,fail,112,49,76,112,112,112,49
concurrency_n5_20260722_215931_kafka_feed5_rep1,kafka_n5_feed5,fail,145,34,58,145,145,145,34
concurrency_n5_20260722_215931_kafka_feed5_rep2,kafka_n5_feed5,fail,145,40,85,145,145,145,40
concurrency_n5_20260722_215931_kafka_feed5_rep3,kafka_n5_feed5,fail,145,47,76,145,145,144,47
concurrency_n5_20260722_215931_redis_feed1_rep1,redis_n5_feed1,fail,148,63,98,141,140,115,63
concurrency_n5_20260722_215931_redis_feed1_rep2,redis_n5_feed1,fail,148,62,90,141,139,110,62
concurrency_n5_20260722_215931_redis_feed1_rep3,redis_n5_feed1,fail,148,54,94,141,140,115,54
concurrency_n5_20260722_215931_redis_feed2_rep1,redis_n5_feed2,fail,71,20,46,66,65,46,20
concurrency_n5_20260722_215931_redis_feed2_rep2,redis_n5_feed2,fail,71,14,39,66,65,49,14
concurrency_n5_20260722_215931_redis_feed2_rep3,redis_n5_feed2,fail,71,24,41,66,66,51,24
concurrency_n5_20260722_215931_redis_feed3_rep1,redis_n5_feed3,fail,121,60,77,116,116,97,60
concurrency_n5_20260722_215931_redis_feed3_rep2,redis_n5_feed3,fail,121,44,79,116,113,88,44
concurrency_n5_20260722_215931_redis_feed3_rep3,redis_n5_feed3,fail,121,26,67,116,114,69,26
concurrency_n5_20260722_215931_redis_feed4_rep1,redis_n5_feed4,fail,112,50,67,107,104,82,50
concurrency_n5_20260722_215931_redis_feed4_rep2,redis_n5_feed4,fail,112,46,71,105,102,80,46
concurrency_n5_20260722_215931_redis_feed4_rep3,redis_n5_feed4,fail,112,36,71,107,100,76,36
concurrency_n5_20260722_215931_redis_feed5_rep1,redis_n5_feed5,fail,145,73,100,140,137,114,73
concurrency_n5_20260722_215931_redis_feed5_rep2,redis_n5_feed5,fail,145,69,101,140,138,118,69
concurrency_n5_20260722_215931_redis_feed5_rep3,redis_n5_feed5,fail,145,63,100,140,137,114,63
concurrency_n5_20260722_221027_kafka_feed1_rep1,kafka_n5_feed1,fail,148,55,82,144,143,142,55
concurrency_n5_20260722_221027_kafka_feed1_rep2,kafka_n5_feed1,fail,148,46,88,148,148,143,46
concurrency_n5_20260722_221027_kafka_feed1_rep3,kafka_n5_feed1,fail,148,55,82,148,148,148,55
concurrency_n5_20260722_221027_kafka_feed2_rep1,kafka_n5_feed2,fail,71,23,44,67,67,66,23
concurrency_n5_20260722_221027_kafka_feed2_rep2,kafka_n5_feed2,fail,71,19,31,71,71,71,19
concurrency_n5_20260722_221027_kafka_feed2_rep3,kafka_n5_feed2,fail,71,20,40,71,71,71,20
concurrency_n5_20260722_221027_kafka_feed3_rep1,kafka_n5_feed3,fail,121,25,51,117,116,116,25
concurrency_n5_20260722_221027_kafka_feed3_rep2,kafka_n5_feed3,fail,121,29,62,121,121,121,29
concurrency_n5_20260722_221027_kafka_feed3_rep3,kafka_n5_feed3,fail,121,31,63,121,121,121,31
concurrency_n5_20260722_221027_kafka_feed4_rep1,kafka_n5_feed4,fail,112,35,57,108,108,107,35
concurrency_n5_20260722_221027_kafka_feed4_rep2,kafka_n5_feed4,fail,112,28,45,112,112,111,28
concurrency_n5_20260722_221027_kafka_feed4_rep3,kafka_n5_feed4,fail,112,24,49,112,112,111,24
concurrency_n5_20260722_221027_kafka_feed5_rep1,kafka_n5_feed5,fail,145,36,73,141,140,140,36
concurrency_n5_20260722_221027_kafka_feed5_rep2,kafka_n5_feed5,fail,145,47,75,145,145,145,47
concurrency_n5_20260722_221027_kafka_feed5_rep3,kafka_n5_feed5,fail,145,52,76,145,145,145,52
concurrency_n5_20260722_221027_redis_feed1_rep1,redis_n5_feed1,fail,148,62,94,141,140,114,62
concurrency_n5_20260722_221027_redis_feed1_rep2,redis_n5_feed1,fail,148,47,95,141,140,107,47
concurrency_n5_20260722_221027_redis_feed1_rep3,redis_n5_feed1,fail,148,59,96,141,141,114,59
concurrency_n5_20260722_221027_redis_feed2_rep1,redis_n5_feed2,fail,71,17,42,63,61,46,17
concurrency_n5_20260722_221027_redis_feed2_rep2,redis_n5_feed2,fail,71,20,42,66,64,50,20
concurrency_n5_20260722_221027_redis_feed2_rep3,redis_n5_feed2,fail,71,17,40,66,62,45,17
concurrency_n5_20260722_221027_redis_feed3_rep1,redis_n5_feed3,fail,121,40,72,114,107,80,40
concurrency_n5_20260722_221027_redis_feed3_rep2,redis_n5_feed3,fail,121,38,78,116,116,86,38
concurrency_n5_20260722_221027_redis_feed3_rep3,redis_n5_feed3,fail,121,30,75,116,114,75,30
concurrency_n5_20260722_221027_redis_feed4_rep1,redis_n5_feed4,fail,112,41,69,105,102,78,41
concurrency_n5_20260722_221027_redis_feed4_rep2,redis_n5_feed4,fail,112,43,66,104,100,79,43
concurrency_n5_20260722_221027_redis_feed4_rep3,redis_n5_feed4,fail,112,50,71,105,103,81,50
concurrency_n5_20260722_221027_redis_feed5_rep1,redis_n5_feed5,fail,145,36,86,137,127,96,36
concurrency_n5_20260722_221027_redis_feed5_rep2,redis_n5_feed5,fail,145,65,105,140,138,121,65
concurrency_n5_20260722_221027_redis_feed5_rep3,redis_n5_feed5,fail,145,65,97,140,138,111,65
concurrency_n5_20260722_231030_kafka_feed1_rep1,kafka_n5_feed1,fail,148,45,58,148,144,143,45
concurrency_n5_20260722_231030_kafka_feed1_rep2,kafka_n5_feed1,fail,148,61,72,148,148,144,61
concurrency_n5_20260722_231030_kafka_feed1_rep3,kafka_n5_feed1,fail,148,48,67,148,148,143,48
concurrency_n5_20260722_231030_kafka_feed2_rep1,kafka_n5_feed2,fail,71,29,43,71,71,66,29
concurrency_n5_20260722_231030_kafka_feed2_rep2,kafka_n5_feed2,fail,71,28,37,71,71,70,28
concurrency_n5_20260722_231030_kafka_feed2_rep3,kafka_n5_feed2,fail,71,26,33,71,71,69,26
concurrency_n5_20260722_231030_kafka_feed3_rep1,kafka_n5_feed3,fail,121,63,78,121,121,119,63
concurrency_n5_20260722_231030_kafka_feed3_rep2,kafka_n5_feed3,fail,121,41,58,121,121,121,41
concurrency_n5_20260722_231030_kafka_feed3_rep3,kafka_n5_feed3,fail,121,61,70,121,121,121,61
concurrency_n5_20260722_231030_kafka_feed4_rep1,kafka_n5_feed4,fail,112,30,45,112,112,109,30
concurrency_n5_20260722_231030_kafka_feed4_rep2,kafka_n5_feed4,fail,112,42,58,112,112,111,42
concurrency_n5_20260722_231030_kafka_feed4_rep3,kafka_n5_feed4,fail,112,45,60,112,112,112,45
concurrency_n5_20260722_231030_kafka_feed5_rep1,kafka_n5_feed5,fail,145,40,63,145,145,144,40
concurrency_n5_20260722_231030_kafka_feed5_rep2,kafka_n5_feed5,fail,145,68,79,145,145,145,68
concurrency_n5_20260722_231030_kafka_feed5_rep3,kafka_n5_feed5,fail,145,24,44,145,145,143,24
concurrency_n5_20260722_231030_redis_feed1_rep1,redis_n5_feed1,fail,148,42,93,141,136,105,42
concurrency_n5_20260722_231030_redis_feed1_rep2,redis_n5_feed1,fail,148,37,82,141,139,98,37
concurrency_n5_20260722_231030_redis_feed1_rep3,redis_n5_feed1,fail,148,50,84,141,137,104,50
concurrency_n5_20260722_231030_redis_feed2_rep1,redis_n5_feed2,fail,71,18,33,66,65,46,18
concurrency_n5_20260722_231030_redis_feed2_rep2,redis_n5_feed2,fail,71,16,35,66,64,46,16
concurrency_n5_20260722_231030_redis_feed2_rep3,redis_n5_feed2,fail,71,20,37,66,64,52,20
concurrency_n5_20260722_231030_redis_feed3_rep1,redis_n5_feed3,fail,121,33,72,116,113,81,33
concurrency_n5_20260722_231030_redis_feed3_rep2,redis_n5_feed3,fail,121,37,69,116,105,82,37
concurrency_n5_20260722_231030_redis_feed3_rep3,redis_n5_feed3,fail,121,29,67,116,110,86,29
concurrency_n5_20260722_231030_redis_feed4_rep1,redis_n5_feed4,fail,112,32,51,102,99,75,32
concurrency_n5_20260722_231030_redis_feed4_rep2,redis_n5_feed4,fail,112,36,65,102,98,72,36
concurrency_n5_20260722_231030_redis_feed4_rep3,redis_n5_feed4,fail,112,43,60,103,99,72,43
concurrency_n5_20260722_231030_redis_feed5_rep1,redis_n5_feed5,fail,145,66,96,140,134,110,66
concurrency_n5_20260722_231030_redis_feed5_rep2,redis_n5_feed5,fail,145,48,87,140,138,113,48
concurrency_n5_20260722_231030_redis_feed5_rep3,redis_n5_feed5,fail,145,62,92,140,137,115,62
concurrency_n5_20260723_001031_kafka_feed1_rep1,kafka_n5_feed1,pass,148,0,53,148,148,146,0
concurrency_n5_20260723_001031_kafka_feed1_rep2,kafka_n5_feed1,fail,148,6,75,148,148,143,6
concurrency_n5_20260723_001031_kafka_feed1_rep3,kafka_n5_feed1,pass,148,0,66,148,148,148,0
concurrency_n5_20260723_001031_kafka_feed2_rep1,kafka_n5_feed2,pass,71,0,34,71,71,71,0
concurrency_n5_20260723_001031_kafka_feed2_rep2,kafka_n5_feed2,pass,71,0,38,71,71,71,0
concurrency_n5_20260723_001031_kafka_feed2_rep3,kafka_n5_feed2,fail,71,6,30,71,71,68,6
concurrency_n5_20260723_001031_kafka_feed3_rep1,kafka_n5_feed3,pass,121,0,39,121,121,120,0
concurrency_n5_20260723_001031_kafka_feed3_rep2,kafka_n5_feed3,fail,121,10,66,121,121,121,10
concurrency_n5_20260723_001031_kafka_feed3_rep3,kafka_n5_feed3,pass,121,1,68,121,121,121,1
concurrency_n5_20260723_001031_kafka_feed4_rep1,kafka_n5_feed4,fail,112,4,56,112,112,112,4
concurrency_n5_20260723_001031_kafka_feed4_rep2,kafka_n5_feed4,fail,112,3,63,112,112,111,3
concurrency_n5_20260723_001031_kafka_feed4_rep3,kafka_n5_feed4,pass,112,1,57,112,112,111,1
concurrency_n5_20260723_001031_kafka_feed5_rep1,kafka_n5_feed5,fail,145,2,69,145,145,139,2
concurrency_n5_20260723_001031_kafka_feed5_rep2,kafka_n5_feed5,fail,145,5,66,145,145,145,5
concurrency_n5_20260723_001031_kafka_feed5_rep3,kafka_n5_feed5,fail,145,9,57,145,145,141,9
concurrency_n5_20260723_001031_redis_feed1_rep1,redis_n5_feed1,fail,148,17,91,143,142,98,17
concurrency_n5_20260723_001031_redis_feed1_rep2,redis_n5_feed1,fail,148,34,91,143,142,94,34
concurrency_n5_20260723_001031_redis_feed1_rep3,redis_n5_feed1,fail,148,13,78,141,140,89,13
concurrency_n5_20260723_001031_redis_feed2_rep1,redis_n5_feed2,fail,71,8,40,66,66,42,8
concurrency_n5_20260723_001031_redis_feed2_rep2,redis_n5_feed2,fail,71,10,42,66,65,43,10
concurrency_n5_20260723_001031_redis_feed2_rep3,redis_n5_feed2,fail,71,6,41,66,64,45,6
concurrency_n5_20260723_001031_redis_feed3_rep1,redis_n5_feed3,fail,121,15,68,116,115,80,15
concurrency_n5_20260723_001031_redis_feed3_rep2,redis_n5_feed3,fail,121,23,72,116,116,82,23
concurrency_n5_20260723_001031_redis_feed3_rep3,redis_n5_feed3,fail,121,16,63,116,116,73,16
concurrency_n5_20260723_001031_redis_feed4_rep1,redis_n5_feed4,fail,112,13,57,105,102,62,13
concurrency_n5_20260723_001031_redis_feed4_rep2,redis_n5_feed4,fail,112,14,62,105,100,73,14
concurrency_n5_20260723_001031_redis_feed4_rep3,redis_n5_feed4,fail,112,17,61,108,107,73,17
concurrency_n5_20260723_001031_redis_feed5_rep1,redis_n5_feed5,fail,145,29,85,140,137,91,29
concurrency_n5_20260723_001031_redis_feed5_rep2,redis_n5_feed5,fail,145,18,86,140,139,97,18
concurrency_n5_20260723_001031_redis_feed5_rep3,redis_n5_feed5,fail,145,24,91,140,139,94,24
concurrency_n5_20260723_002120_kafka_feed1_rep1,kafka_n5_feed1,fail,148,22,66,144,144,143,22
concurrency_n5_20260723_002120_kafka_feed1_rep2,kafka_n5_feed1,fail,148,13,57,148,148,148,13
concurrency_n5_20260723_002120_kafka_feed1_rep3,kafka_n5_feed1,fail,148,5,72,148,148,148,5
concurrency_n5_20260723_002120_kafka_feed2_rep1,kafka_n5_feed2,fail,71,18,28,71,71,66,18
concurrency_n5_20260723_002120_kafka_feed2_rep2,kafka_n5_feed2,fail,71,5,32,71,71,71,5
concurrency_n5_20260723_002120_kafka_feed2_rep3,kafka_n5_feed2,pass,71,0,25,71,71,71,0
concurrency_n5_20260723_002120_kafka_feed3_rep1,kafka_n5_feed3,fail,121,27,62,121,117,117,27
concurrency_n5_20260723_002120_kafka_feed3_rep2,kafka_n5_feed3,fail,121,4,48,121,121,117,4
concurrency_n5_20260723_002120_kafka_feed3_rep3,kafka_n5_feed3,fail,121,5,73,121,121,121,5
concurrency_n5_20260723_002120_kafka_feed4_rep1,kafka_n5_feed4,fail,112,29,54,112,112,106,29
concurrency_n5_20260723_002120_kafka_feed4_rep2,kafka_n5_feed4,fail,112,3,43,112,112,112,3
concurrency_n5_20260723_002120_kafka_feed4_rep3,kafka_n5_feed4,pass,112,1,38,112,112,111,1
concurrency_n5_20260723_002120_kafka_feed5_rep1,kafka_n5_feed5,fail,145,49,69,145,145,142,49
concurrency_n5_20260723_002120_kafka_feed5_rep2,kafka_n5_feed5,fail,145,31,74,145,145,145,31
concurrency_n5_20260723_002120_kafka_feed5_rep3,kafka_n5_feed5,fail,145,4,62,145,145,144,4
concurrency_n5_20260723_002120_redis_feed1_rep1,redis_n5_feed1,fail,148,38,90,143,141,111,38
concurrency_n5_20260723_002120_redis_feed1_rep2,redis_n5_feed1,fail,148,13,79,141,135,96,13
concurrency_n5_20260723_002120_redis_feed1_rep3,redis_n5_feed1,fail,148,22,94,141,140,100,22
concurrency_n5_20260723_002120_redis_feed2_rep1,redis_n5_feed2,fail,71,25,42,66,66,51,25
concurrency_n5_20260723_002120_redis_feed2_rep2,redis_n5_feed2,fail,71,1,42,66,66,44,1
concurrency_n5_20260723_002120_redis_feed2_rep3,redis_n5_feed2,fail,71,12,44,66,64,44,12
concurrency_n5_20260723_002120_redis_feed3_rep1,redis_n5_feed3,fail,121,42,82,116,116,87,42
concurrency_n5_20260723_002120_redis_feed3_rep2,redis_n5_feed3,fail,121,26,75,116,116,78,26
concurrency_n5_20260723_002120_redis_feed3_rep3,redis_n5_feed3,fail,121,27,74,116,115,73,27
concurrency_n5_20260723_002120_redis_feed4_rep1,redis_n5_feed4,fail,112,35,65,107,104,76,35
concurrency_n5_20260723_002120_redis_feed4_rep2,redis_n5_feed4,fail,112,13,56,105,104,64,13
concurrency_n5_20260723_002120_redis_feed4_rep3,redis_n5_feed4,fail,112,12,64,107,104,66,12
concurrency_n5_20260723_002120_redis_feed5_rep1,redis_n5_feed5,fail,145,48,86,140,138,111,48
concurrency_n5_20260723_002120_redis_feed5_rep2,redis_n5_feed5,fail,145,22,92,139,134,104,22
concurrency_n5_20260723_002120_redis_feed5_rep3,redis_n5_feed5,fail,145,16,85,140,139,88,16
concurrency_n5_20260723_012123_kafka_feed1_rep1,kafka_n5_feed1,fail,148,43,62,148,148,146,43
concurrency_n5_20260723_012123_kafka_feed1_rep2,kafka_n5_feed1,fail,148,48,61,148,148,144,48
concurrency_n5_20260723_012123_kafka_feed1_rep3,kafka_n5_feed1,fail,148,39,59,148,148,140,39
concurrency_n5_20260723_012123_kafka_feed2_rep1,kafka_n5_feed2,fail,71,20,28,71,71,66,20
concurrency_n5_20260723_012123_kafka_feed2_rep2,kafka_n5_feed2,fail,71,13,19,71,71,62,13
concurrency_n5_20260723_012123_kafka_feed2_rep3,kafka_n5_feed2,fail,71,13,18,71,71,68,13
concurrency_n5_20260723_012123_kafka_feed3_rep1,kafka_n5_feed3,fail,121,36,54,121,117,113,36
concurrency_n5_20260723_012123_kafka_feed3_rep2,kafka_n5_feed3,fail,121,47,56,121,121,120,47
concurrency_n5_20260723_012123_kafka_feed3_rep3,kafka_n5_feed3,fail,121,35,55,121,121,116,35
concurrency_n5_20260723_012123_kafka_feed4_rep1,kafka_n5_feed4,fail,112,31,39,112,112,102,31
concurrency_n5_20260723_012123_kafka_feed4_rep2,kafka_n5_feed4,fail,112,35,51,112,112,108,35
concurrency_n5_20260723_012123_kafka_feed4_rep3,kafka_n5_feed4,fail,112,19,26,112,112,103,19
concurrency_n5_20260723_012123_kafka_feed5_rep1,kafka_n5_feed5,fail,145,35,56,145,145,138,35
concurrency_n5_20260723_012123_kafka_feed5_rep2,kafka_n5_feed5,fail,145,36,56,145,145,139,36
concurrency_n5_20260723_012123_kafka_feed5_rep3,kafka_n5_feed5,fail,145,24,35,145,145,127,24
concurrency_n5_20260723_012123_redis_feed1_rep1,redis_n5_feed1,fail,148,54,87,140,133,102,54
concurrency_n5_20260723_012123_redis_feed1_rep2,redis_n5_feed1,fail,148,49,84,141,136,105,49
