run_id,condition,gate,n_events,neg_ack,ms_deleted,over_0.1,over_0.25,over_0.5,over_1
concurrency_n5_20260725_104704_kafka_feed2_rep3,kafka_n5_feed2,fail,71,13,29,67,66,53,13
concurrency_n5_20260725_104704_kafka_feed2_rep4,kafka_n5_feed2,fail,71,11,21,71,71,58,11
concurrency_n5_20260725_104704_kafka_feed2_rep5,kafka_n5_feed2,fail,71,12,18,71,68,59,12
concurrency_n5_20260725_104704_kafka_feed3_rep1,kafka_n5_feed3,fail,121,37,51,117,116,101,37
concurrency_n5_20260725_104704_kafka_feed3_rep2,kafka_n5_feed3,fail,121,22,52,117,117,108,22
concurrency_n5_20260725_104704_kafka_feed3_rep3,kafka_n5_feed3,fail,121,37,57,117,116,105,37
concurrency_n5_20260725_104704_kafka_feed3_rep4,kafka_n5_feed3,fail,121,23,55,121,121,100,23
concurrency_n5_20260725_104704_kafka_feed3_rep5,kafka_n5_feed3,fail,121,26,55,121,121,101,26
concurrency_n5_20260725_104704_kafka_feed4_rep1,kafka_n5_feed4,fail,112,26,46,108,107,95,26
concurrency_n5_20260725_104704_kafka_feed4_rep2,kafka_n5_feed4,fail,112,19,43,112,112,94,19
concurrency_n5_20260725_104704_kafka_feed4_rep3,kafka_n5_feed4,fail,112,39,52,108,108,105,39
concurrency_n5_20260725_104704_kafka_feed4_rep4,kafka_n5_feed4,fail,112,23,44,112,112,110,23
concurrency_n5_20260725_104704_kafka_feed4_rep5,kafka_n5_feed4,fail,112,31,46,112,111,101,31
concurrency_n5_20260725_104704_kafka_feed5_rep1,kafka_n5_feed5,fail,145,34,62,141,138,120,34
concurrency_n5_20260725_104704_kafka_feed5_rep2,kafka_n5_feed5,fail,145,47,73,141,138,127,47
concurrency_n5_20260725_104704_kafka_feed5_rep3,kafka_n5_feed5,fail,145,39,55,141,140,128,39
concurrency_n5_20260725_104704_kafka_feed5_rep4,kafka_n5_feed5,fail,145,31,45,145,145,123,31
concurrency_n5_20260725_104704_kafka_feed5_rep5,kafka_n5_feed5,fail,145,29,56,145,144,117,29
concurrency_n5_20260725_104704_redis_feed1_rep1,redis_n5_feed1,fail,148,33,85,136,124,94,33
concurrency_n5_20260725_104704_redis_feed1_rep2,redis_n5_feed1,fail,148,23,72,136,122,77,23
concurrency_n5_20260725_104704_redis_feed1_rep3,redis_n5_feed1,fail,148,23,78,134,112,84,23
concurrency_n5_20260725_104704_redis_feed1_rep4,redis_n5_feed1,fail,148,27,85,143,124,90,27
concurrency_n5_20260725_104704_redis_feed1_rep5,redis_n5_feed1,fail,148,37,81,143,121,91,37
concurrency_n5_20260725_104704_redis_feed2_rep1,redis_n5_feed2,fail,71,9,31,63,52,34,9
concurrency_n5_20260725_104704_redis_feed2_rep2,redis_n5_feed2,fail,71,14,39,62,54,43,14
concurrency_n5_20260725_104704_redis_feed2_rep3,redis_n5_feed2,fail,71,8,31,62,56,38,8
concurrency_n5_20260725_104704_redis_feed2_rep4,redis_n5_feed2,fail,71,11,33,63,49,36,11
concurrency_n5_20260725_104704_redis_feed2_rep5,redis_n5_feed2,fail,71,9,36,71,59,40,9
concurrency_n5_20260725_104704_redis_feed3_rep1,redis_n5_feed3,fail,121,11,57,111,95,65,11
concurrency_n5_20260725_104704_redis_feed3_rep2,redis_n5_feed3,fail,121,15,51,112,89,56,15
concurrency_n5_20260725_104704_redis_feed3_rep3,redis_n5_feed3,fail,121,19,60,114,96,71,19
concurrency_n5_20260725_104704_redis_feed3_rep4,redis_n5_feed3,fail,121,17,63,120,100,62,17
concurrency_n5_20260725_104704_redis_feed3_rep5,redis_n5_feed3,fail,121,16,60,116,94,56,16
concurrency_n5_20260725_104704_redis_feed4_rep1,redis_n5_feed4,fail,112,11,55,103,86,62,11
concurrency_n5_20260725_104704_redis_feed4_rep2,redis_n5_feed4,fail,112,15,57,103,84,62,15
concurrency_n5_20260725_104704_redis_feed4_rep3,redis_n5_feed4,fail,112,21,59,104,95,68,21
concurrency_n5_20260725_104704_redis_feed4_rep4,redis_n5_feed4,fail,112,15,52,102,85,59,15
concurrency_n5_20260725_104704_redis_feed4_rep5,redis_n5_feed4,fail,112,22,55,111,94,75,22
concurrency_n5_20260725_104704_redis_feed5_rep1,redis_n5_feed5,fail,145,24,77,136,118,83,24
concurrency_n5_20260725_104704_redis_feed5_rep2,redis_n5_feed5,fail,145,16,78,136,118,85,16
concurrency_n5_20260725_104704_redis_feed5_rep3,redis_n5_feed5,fail,145,24,78,136,123,92,24
concurrency_n5_20260725_104704_redis_feed5_rep4,redis_n5_feed5,fail,145,17,74,131,112,84,17
concurrency_n5_20260725_104704_redis_feed5_rep5,redis_n5_feed5,fail,145,21,72,134,108,82,21
concurrency_n5_20260725_110523_kafka_feed1_rep1,kafka_n5_feed1,fail,148,8,64,148,144,140,8
concurrency_n5_20260725_110523_kafka_feed1_rep2,kafka_n5_feed1,fail,148,10,56,144,144,140,10
concurrency_n5_20260725_110523_kafka_feed1_rep3,kafka_n5_feed1,fail,148,13,64,144,144,137,13
concurrency_n5_20260725_110523_kafka_feed1_rep4,kafka_n5_feed1,fail,148,9,61,148,147,136,9
concurrency_n5_20260725_110523_kafka_feed1_rep5,kafka_n5_feed1,fail,148,3,71,148,148,145,3
concurrency_n5_20260725_110523_kafka_feed2_rep1,kafka_n5_feed2,fail,71,4,28,71,71,67,4
concurrency_n5_20260725_110523_kafka_feed2_rep2,kafka_n5_feed2,pass,71,0,20,71,71,64,0
concurrency_n5_20260725_110523_kafka_feed2_rep3,kafka_n5_feed2,fail,71,1,26,67,67,56,1
concurrency_n5_20260725_110523_kafka_feed2_rep4,kafka_n5_feed2,fail,71,6,25,71,71,67,6
concurrency_n5_20260725_110523_kafka_feed2_rep5,kafka_n5_feed2,fail,71,5,37,71,71,69,5
concurrency_n5_20260725_110523_kafka_feed3_rep1,kafka_n5_feed3,fail,121,5,58,117,117,110,5
concurrency_n5_20260725_110523_kafka_feed3_rep2,kafka_n5_feed3,fail,121,5,49,117,117,110,5
concurrency_n5_20260725_110523_kafka_feed3_rep3,kafka_n5_feed3,fail,121,6,58,117,117,112,6
concurrency_n5_20260725_110523_kafka_feed3_rep4,kafka_n5_feed3,fail,121,3,45,121,121,111,3
concurrency_n5_20260725_110523_kafka_feed3_rep5,kafka_n5_feed3,fail,121,3,48,121,121,117,3
concurrency_n5_20260725_110523_kafka_feed4_rep1,kafka_n5_feed4,pass,112,1,50,112,110,103,1
concurrency_n5_20260725_110523_kafka_feed4_rep2,kafka_n5_feed4,fail,112,5,34,108,108,104,5
concurrency_n5_20260725_110523_kafka_feed4_rep3,kafka_n5_feed4,fail,112,12,41,112,111,105,12
concurrency_n5_20260725_110523_kafka_feed4_rep4,kafka_n5_feed4,fail,112,2,42,112,112,108,2
concurrency_n5_20260725_110523_kafka_feed4_rep5,kafka_n5_feed4,fail,112,4,43,112,112,107,4
concurrency_n5_20260725_110523_kafka_feed5_rep1,kafka_n5_feed5,fail,145,7,52,141,140,132,7
concurrency_n5_20260725_110523_kafka_feed5_rep2,kafka_n5_feed5,fail,145,8,43,141,141,132,8
concurrency_n5_20260725_110523_kafka_feed5_rep3,kafka_n5_feed5,pass,145,1,35,141,141,134,1
concurrency_n5_20260725_110523_kafka_feed5_rep4,kafka_n5_feed5,fail,145,7,63,145,145,134,7
concurrency_n5_20260725_110523_kafka_feed5_rep5,kafka_n5_feed5,fail,145,9,45,145,145,140,9
concurrency_n5_20260725_110523_redis_feed1_rep1,redis_n5_feed1,fail,148,15,87,136,126,85,15
concurrency_n5_20260725_110523_redis_feed1_rep2,redis_n5_feed1,fail,148,15,79,137,130,89,15
concurrency_n5_20260725_110523_redis_feed1_rep3,redis_n5_feed1,fail,148,7,88,138,130,84,7
concurrency_n5_20260725_110523_redis_feed1_rep4,redis_n5_feed1,fail,148,22,105,143,139,96,22
concurrency_n5_20260725_110523_redis_feed1_rep5,redis_n5_feed1,fail,148,18,87,143,135,90,18
concurrency_n5_20260725_110523_redis_feed2_rep1,redis_n5_feed2,fail,71,8,41,64,61,40,8
concurrency_n5_20260725_110523_redis_feed2_rep2,redis_n5_feed2,fail,71,11,39,63,59,39,11
concurrency_n5_20260725_110523_redis_feed2_rep3,redis_n5_feed2,fail,71,7,32,62,56,32,7
concurrency_n5_20260725_110523_redis_feed2_rep4,redis_n5_feed2,fail,71,8,45,66,60,42,8
concurrency_n5_20260725_110523_redis_feed2_rep5,redis_n5_feed2,fail,71,6,37,66,59,39,6
concurrency_n5_20260725_110523_redis_feed3_rep1,redis_n5_feed3,fail,121,18,77,114,111,76,18
concurrency_n5_20260725_110523_redis_feed3_rep2,redis_n5_feed3,fail,121,17,71,113,107,75,17
concurrency_n5_20260725_110523_redis_feed3_rep3,redis_n5_feed3,fail,121,18,74,110,104,69,18
concurrency_n5_20260725_110523_redis_feed3_rep4,redis_n5_feed3,fail,121,15,68,115,108,67,15
concurrency_n5_20260725_110523_redis_feed3_rep5,redis_n5_feed3,fail,121,11,69,116,107,69,11
concurrency_n5_20260725_110523_redis_feed4_rep1,redis_n5_feed4,fail,112,13,60,104,99,60,13
concurrency_n5_20260725_110523_redis_feed4_rep2,redis_n5_feed4,fail,112,22,75,103,95,73,22
concurrency_n5_20260725_110523_redis_feed4_rep3,redis_n5_feed4,fail,112,14,61,104,91,60,14
concurrency_n5_20260725_110523_redis_feed4_rep4,redis_n5_feed4,fail,112,7,62,107,98,63,7
concurrency_n5_20260725_110523_redis_feed4_rep5,redis_n5_feed4,fail,112,7,49,106,92,56,7
concurrency_n5_20260725_110523_redis_feed5_rep1,redis_n5_feed5,fail,145,17,88,136,129,86,17
concurrency_n5_20260725_110523_redis_feed5_rep2,redis_n5_feed5,fail,145,18,88,135,131,85,18
concurrency_n5_20260725_110523_redis_feed5_rep3,redis_n5_feed5,fail,145,3,71,133,111,75,3
concurrency_n5_20260725_110523_redis_feed5_rep4,redis_n5_feed5,fail,145,6,79,139,123,78,6
concurrency_n5_20260725_110523_redis_feed5_rep5,redis_n5_feed5,fail,145,17,91,138,133,92,17
concurrency_n5_20260725_112311_kafka_feed1_rep1,kafka_n5_feed1,pass,148,0,21,148,148,148,0
concurrency_n5_20260725_112311_kafka_feed1_rep2,kafka_n5_feed1,fail,148,5,25,148,148,148,5
concurrency_n5_20260725_112311_kafka_feed1_rep3,kafka_n5_feed1,pass,148,0,27,148,148,148,0
concurrency_n5_20260725_112311_kafka_feed1_rep4,kafka_n5_feed1,pass,148,0,37,148,148,148,0
concurrency_n5_20260725_112311_kafka_feed1_rep5,kafka_n5_feed1,pass,148,0,25,148,148,147,0
concurrency_n5_20260725_112311_kafka_feed2_rep1,kafka_n5_feed2,pass,71,0,17,71,71,71,0
concurrency_n5_20260725_112311_kafka_feed2_rep2,kafka_n5_feed2,pass,71,0,12,71,71,71,0
concurrency_n5_20260725_112311_kafka_feed2_rep3,kafka_n5_feed2,pass,71,0,18,71,71,71,0
concurrency_n5_20260725_112311_kafka_feed2_rep4,kafka_n5_feed2,pass,71,0,4,71,71,71,0
concurrency_n5_20260725_112311_kafka_feed2_rep5,kafka_n5_feed2,pass,71,0,6,71,71,68,0
concurrency_n5_20260725_112311_kafka_feed3_rep1,kafka_n5_feed3,pass,121,0,15,121,121,121,0
concurrency_n5_20260725_112311_kafka_feed3_rep2,kafka_n5_feed3,pass,121,0,21,121,121,121,0
concurrency_n5_20260725_112311_kafka_feed3_rep3,kafka_n5_feed3,pass,121,0,15,121,121,121,0
concurrency_n5_20260725_112311_kafka_feed3_rep4,kafka_n5_feed3,pass,121,0,15,117,117,116,0
concurrency_n5_20260725_112311_kafka_feed3_rep5,kafka_n5_feed3,pass,121,0,12,121,117,114,0
concurrency_n5_20260725_112311_kafka_feed4_rep1,kafka_n5_feed4,pass,112,0,15,112,112,111,0
concurrency_n5_20260725_112311_kafka_feed4_rep2,kafka_n5_feed4,pass,112,0,23,112,112,112,0
concurrency_n5_20260725_112311_kafka_feed4_rep3,kafka_n5_feed4,pass,112,0,14,112,112,112,0
concurrency_n5_20260725_112311_kafka_feed4_rep4,kafka_n5_feed4,pass,112,0,20,112,112,112,0
concurrency_n5_20260725_112311_kafka_feed4_rep5,kafka_n5_feed4,pass,112,0,13,112,112,108,0
concurrency_n5_20260725_112311_kafka_feed5_rep1,kafka_n5_feed5,pass,145,0,25,145,145,144,0
concurrency_n5_20260725_112311_kafka_feed5_rep2,kafka_n5_feed5,pass,145,0,26,140,140,140,0
concurrency_n5_20260725_112311_kafka_feed5_rep3,kafka_n5_feed5,pass,145,0,23,145,145,145,0
concurrency_n5_20260725_112311_kafka_feed5_rep4,kafka_n5_feed5,pass,145,0,20,145,145,145,0
concurrency_n5_20260725_112311_kafka_feed5_rep5,kafka_n5_feed5,pass,145,0,30,145,145,142,0
concurrency_n5_20260725_112311_redis_feed1_rep1,redis_n5_feed1,fail,148,4,81,138,136,90,4
concurrency_n5_20260725_112311_redis_feed1_rep2,redis_n5_feed1,fail,148,4,75,138,135,84,4
concurrency_n5_20260725_112311_redis_feed1_rep3,redis_n5_feed1,fail,148,4,81,138,136,81,4
concurrency_n5_20260725_112311_redis_feed1_rep4,redis_n5_feed1,fail,148,3,81,143,143,89,3
concurrency_n5_20260725_112311_redis_feed1_rep5,redis_n5_feed1,fail,148,3,89,141,138,85,3
concurrency_n5_20260725_112311_redis_feed2_rep1,redis_n5_feed2,fail,71,1,36,63,62,35,1
concurrency_n5_20260725_112311_redis_feed2_rep2,redis_n5_feed2,pass,71,0,33,63,61,37,0
concurrency_n5_20260725_112311_redis_feed2_rep3,redis_n5_feed2,pass,71,0,38,63,63,41,0
concurrency_n5_20260725_112311_redis_feed2_rep4,redis_n5_feed2,fail,71,1,36,71,64,37,1
concurrency_n5_20260725_112311_redis_feed2_rep5,redis_n5_feed2,fail,71,1,38,71,66,37,1
concurrency_n5_20260725_112311_redis_feed3_rep1,redis_n5_feed3,fail,121,5,57,114,113,70,5
concurrency_n5_20260725_112311_redis_feed3_rep2,redis_n5_feed3,fail,121,2,61,114,114,65,2
concurrency_n5_20260725_112311_redis_feed3_rep3,redis_n5_feed3,pass,121,1,62,114,114,66,1
concurrency_n5_20260725_112311_redis_feed3_rep4,redis_n5_feed3,fail,121,3,64,116,116,69,3
concurrency_n5_20260725_112311_redis_feed3_rep5,redis_n5_feed3,pass,121,1,64,118,118,67,1
concurrency_n5_20260725_112311_redis_feed4_rep1,redis_n5_feed4,fail,112,2,52,104,103,71,2
concurrency_n5_20260725_112311_redis_feed4_rep2,redis_n5_feed4,fail,112,3,54,104,103,60,3
concurrency_n5_20260725_112311_redis_feed4_rep3,redis_n5_feed4,fail,112,3,57,104,101,62,3
concurrency_n5_20260725_112311_redis_feed4_rep4,redis_n5_feed4,fail,112,3,57,111,108,66,3
concurrency_n5_20260725_112311_redis_feed4_rep5,redis_n5_feed4,pass,112,1,58,107,106,66,1
concurrency_n5_20260725_112311_redis_feed5_rep1,redis_n5_feed5,fail,145,4,80,137,137,89,4
concurrency_n5_20260725_112311_redis_feed5_rep2,redis_n5_feed5,pass,145,1,79,137,135,82,1
concurrency_n5_20260725_112311_redis_feed5_rep3,redis_n5_feed5,pass,145,1,80,137,135,82,1
concurrency_n5_20260725_112311_redis_feed5_rep4,redis_n5_feed5,fail,145,2,76,140,140,95,2
concurrency_n5_20260725_112311_redis_feed5_rep5,redis_n5_feed5,pass,145,0,81,140,139,85,0
concurrency_n5_20260725_114100_kafka_feed1_rep1,kafka_n5_feed1,fail,148,27,67,144,144,133,27
concurrency_n5_20260725_114100_kafka_feed1_rep2,kafka_n5_feed1,fail,148,16,60,144,143,127,16
concurrency_n5_20260725_114100_kafka_feed1_rep3,kafka_n5_feed1,fail,148,20,56,144,144,130,20
concurrency_n5_20260725_114100_kafka_feed1_rep4,kafka_n5_feed1,fail,148,15,64,148,148,128,15
concurrency_n5_20260725_114100_kafka_feed1_rep5,kafka_n5_feed1,fail,148,5,35,148,148,123,5
concurrency_n5_20260725_114100_kafka_feed2_rep1,kafka_n5_feed2,fail,71,4,20,67,67,65,4
concurrency_n5_20260725_114100_kafka_feed2_rep2,kafka_n5_feed2,fail,71,6,32,67,67,52,6
concurrency_n5_20260725_114100_kafka_feed2_rep3,kafka_n5_feed2,fail,71,5,23,71,67,61,5
concurrency_n5_20260725_114100_kafka_feed2_rep4,kafka_n5_feed2,fail,71,10,21,71,71,62,10
concurrency_n5_20260725_114100_kafka_feed2_rep5,kafka_n5_feed2,fail,71,9,29,71,71,69,9
concurrency_n5_20260725_114100_kafka_feed3_rep1,kafka_n5_feed3,fail,121,8,53,117,116,108,8
concurrency_n5_20260725_114100_kafka_feed3_rep2,kafka_n5_feed3,fail,121,20,54,117,117,101,20
concurrency_n5_20260725_114100_kafka_feed3_rep3,kafka_n5_feed3,fail,121,8,49,117,117,106,8
concurrency_n5_20260725_114100_kafka_feed3_rep4,kafka_n5_feed3,fail,121,16,47,121,121,110,16
concurrency_n5_20260725_114100_kafka_feed3_rep5,kafka_n5_feed3,fail,121,13,51,121,121,105,13
concurrency_n5_20260725_114100_kafka_feed4_rep1,kafka_n5_feed4,fail,112,16,41,108,108,96,16
concurrency_n5_20260725_114100_kafka_feed4_rep2,kafka_n5_feed4,fail,112,20,42,112,112,93,20
concurrency_n5_20260725_114100_kafka_feed4_rep3,kafka_n5_feed4,fail,112,6,25,108,108,90,6
concurrency_n5_20260725_114100_kafka_feed4_rep4,kafka_n5_feed4,fail,112,9,35,112,111,98,9
concurrency_n5_20260725_114100_kafka_feed4_rep5,kafka_n5_feed4,fail,112,9,38,112,112,103,9
concurrency_n5_20260725_114100_kafka_feed5_rep1,kafka_n5_feed5,fail,145,14,58,141,140,131,14
concurrency_n5_20260725_114100_kafka_feed5_rep2,kafka_n5_feed5,fail,145,15,62,141,140,128,15
concurrency_n5_20260725_114100_kafka_feed5_rep3,kafka_n5_feed5,fail,145,10,55,141,141,123,10
concurrency_n5_20260725_114100_kafka_feed5_rep4,kafka_n5_feed5,fail,145,17,65,145,145,127,17
concurrency_n5_20260725_114100_kafka_feed5_rep5,kafka_n5_feed5,fail,145,10,51,145,145,135,10
concurrency_n5_20260725_114100_redis_feed1_rep1,redis_n5_feed1,fail,148,18,75,136,123,80,18
concurrency_n5_20260725_114100_redis_feed1_rep2,redis_n5_feed1,fail,148,21,89,138,133,88,21
concurrency_n5_20260725_114100_redis_feed1_rep3,redis_n5_feed1,fail,148,16,82,137,120,85,16
concurrency_n5_20260725_114100_redis_feed1_rep4,redis_n5_feed1,fail,148,20,76,138,116,81,20
concurrency_n5_20260725_114100_redis_feed1_rep5,redis_n5_feed1,fail,148,16,72,142,121,76,16
concurrency_n5_20260725_114100_redis_feed2_rep1,redis_n5_feed2,fail,71,3,33,60,57,33,3
concurrency_n5_20260725_114100_redis_feed2_rep2,redis_n5_feed2,fail,71,11,39,62,49,40,11
concurrency_n5_20260725_114100_redis_feed2_rep3,redis_n5_feed2,fail,71,12,33,63,53,36,12
concurrency_n5_20260725_114100_redis_feed2_rep4,redis_n5_feed2,fail,71,9,38,66,53,38,9
concurrency_n5_20260725_114100_redis_feed2_rep5,redis_n5_feed2,fail,71,8,40,64,57,39,8
concurrency_n5_20260725_114100_redis_feed3_rep1,redis_n5_feed3,fail,121,10,58,114,103,69,10
concurrency_n5_20260725_114100_redis_feed3_rep2,redis_n5_feed3,fail,121,11,59,112,96,70,11
concurrency_n5_20260725_114100_redis_feed3_rep3,redis_n5_feed3,fail,121,10,54,110,95,65,10
concurrency_n5_20260725_114100_redis_feed3_rep4,redis_n5_feed3,fail,121,5,53,116,102,59,5
concurrency_n5_20260725_114100_redis_feed3_rep5,redis_n5_feed3,fail,121,11,67,114,109,67,11
concurrency_n5_20260725_114100_redis_feed4_rep1,redis_n5_feed4,fail,112,18,55,103,98,58,18
concurrency_n5_20260725_114100_redis_feed4_rep2,redis_n5_feed4,fail,112,13,62,104,98,63,13
concurrency_n5_20260725_114100_redis_feed4_rep3,redis_n5_feed4,fail,112,17,59,104,95,67,17
concurrency_n5_20260725_114100_redis_feed4_rep4,redis_n5_feed4,fail,112,19,57,108,102,74,19
concurrency_n5_20260725_114100_redis_feed4_rep5,redis_n5_feed4,fail,112,11,64,107,99,68,11
concurrency_n5_20260725_114100_redis_feed5_rep1,redis_n5_feed5,fail,145,12,77,133,110,74,12
concurrency_n5_20260725_114100_redis_feed5_rep2,redis_n5_feed5,fail,145,8,76,135,116,77,8
concurrency_n5_20260725_114100_redis_feed5_rep3,redis_n5_feed5,fail,145,24,84,135,120,82,24
concurrency_n5_20260725_114100_redis_feed5_rep4,redis_n5_feed5,fail,145,12,85,137,118,80,12
concurrency_n5_20260725_114100_redis_feed5_rep5,redis_n5_feed5,fail,145,21,84,139,128,87,21
concurrency_n5_20260725_115849_kafka_feed1_rep1,kafka_n5_feed1,pass,148,0,19,148,145,143,0
concurrency_n5_20260725_115849_kafka_feed1_rep2,kafka_n5_feed1,pass,148,0,15,148,148,148,0
concurrency_n5_20260725_115849_kafka_feed1_rep3,kafka_n5_feed1,fail,148,5,33,148,148,148,5
concurrency_n5_20260725_115849_kafka_feed1_rep4,kafka_n5_feed1,pass,148,0,28,148,148,144,0
concurrency_n5_20260725_115849_kafka_feed1_rep5,kafka_n5_feed1,pass,148,0,26,148,148,148,0
concurrency_n5_20260725_115849_kafka_feed2_rep1,kafka_n5_feed2,pass,71,0,4,71,71,71,0
concurrency_n5_20260725_115849_kafka_feed2_rep2,kafka_n5_feed2,pass,71,0,14,71,71,71,0
concurrency_n5_20260725_115849_kafka_feed2_rep3,kafka_n5_feed2,fail,71,5,21,71,71,71,5
concurrency_n5_20260725_115849_kafka_feed2_rep4,kafka_n5_feed2,pass,71,0,12,71,71,69,0
concurrency_n5_20260725_115849_kafka_feed2_rep5,kafka_n5_feed2,pass,71,0,9,71,67,67,0
concurrency_n5_20260725_115849_kafka_feed3_rep1,kafka_n5_feed3,pass,121,0,25,121,121,121,0
concurrency_n5_20260725_115849_kafka_feed3_rep2,kafka_n5_feed3,fail,121,5,18,121,121,121,5
concurrency_n5_20260725_115849_kafka_feed3_rep3,kafka_n5_feed3,pass,121,0,23,121,117,117,0
concurrency_n5_20260725_115849_kafka_feed3_rep4,kafka_n5_feed3,pass,121,0,23,121,121,120,0
concurrency_n5_20260725_115849_kafka_feed3_rep5,kafka_n5_feed3,pass,121,0,12,121,121,121,0
concurrency_n5_20260725_115849_kafka_feed4_rep1,kafka_n5_feed4,fail,112,5,18,112,112,112,5
concurrency_n5_20260725_115849_kafka_feed4_rep2,kafka_n5_feed4,fail,112,5,18,112,112,112,5
concurrency_n5_20260725_115849_kafka_feed4_rep3,kafka_n5_feed4,pass,112,0,9,112,108,108,0
concurrency_n5_20260725_115849_kafka_feed4_rep4,kafka_n5_feed4,fail,112,3,21,112,112,112,3
concurrency_n5_20260725_115849_kafka_feed4_rep5,kafka_n5_feed4,fail,112,5,11,112,112,112,5
concurrency_n5_20260725_115849_kafka_feed5_rep1,kafka_n5_feed5,fail,145,5,16,145,145,145,5
concurrency_n5_20260725_115849_kafka_feed5_rep2,kafka_n5_feed5,fail,145,5,21,145,145,145,5
concurrency_n5_20260725_115849_kafka_feed5_rep3,kafka_n5_feed5,pass,145,0,22,145,145,145,0
concurrency_n5_20260725_115849_kafka_feed5_rep4,kafka_n5_feed5,pass,145,0,29,145,145,145,0
concurrency_n5_20260725_115849_kafka_feed5_rep5,kafka_n5_feed5,pass,145,0,15,145,145,145,0
concurrency_n5_20260725_115849_redis_feed1_rep1,redis_n5_feed1,fail,148,3,74,138,136,89,3
concurrency_n5_20260725_115849_redis_feed1_rep2,redis_n5_feed1,fail,148,4,75,138,138,89,4
concurrency_n5_20260725_115849_redis_feed1_rep3,redis_n5_feed1,fail,148,2,80,139,138,84,2
concurrency_n5_20260725_115849_redis_feed1_rep4,redis_n5_feed1,pass,148,1,69,141,141,85,1
concurrency_n5_20260725_115849_redis_feed1_rep5,redis_n5_feed1,fail,148,4,84,141,141,96,4
concurrency_n5_20260725_115849_redis_feed2_rep1,redis_n5_feed2,pass,71,0,38,64,64,39,0
concurrency_n5_20260725_115849_redis_feed2_rep2,redis_n5_feed2,pass,71,0,33,63,63,35,0
concurrency_n5_20260725_115849_redis_feed2_rep3,redis_n5_feed2,pass,71,0,34,63,63,35,0
concurrency_n5_20260725_115849_redis_feed2_rep4,redis_n5_feed2,fail,71,3,38,71,69,40,3
concurrency_n5_20260725_115849_redis_feed2_rep5,redis_n5_feed2,fail,71,1,36,71,65,40,1
concurrency_n5_20260725_115849_redis_feed3_rep1,redis_n5_feed3,pass,121,1,62,114,114,74,1
concurrency_n5_20260725_115849_redis_feed3_rep2,redis_n5_feed3,pass,121,0,61,114,113,63,0
concurrency_n5_20260725_115849_redis_feed3_rep3,redis_n5_feed3,fail,121,2,61,114,114,70,2
concurrency_n5_20260725_115849_redis_feed3_rep4,redis_n5_feed3,fail,121,8,66,118,116,78,8
concurrency_n5_20260725_115849_redis_feed3_rep5,redis_n5_feed3,pass,121,0,62,116,116,71,0
concurrency_n5_20260725_115849_redis_feed4_rep1,redis_n5_feed4,pass,112,1,56,104,101,56,1
concurrency_n5_20260725_115849_redis_feed4_rep2,redis_n5_feed4,fail,112,3,54,104,101,59,3
concurrency_n5_20260725_115849_redis_feed4_rep3,redis_n5_feed4,fail,112,2,53,104,103,63,2
concurrency_n5_20260725_115849_redis_feed4_rep4,redis_n5_feed4,fail,112,2,56,107,106,67,2
concurrency_n5_20260725_115849_redis_feed4_rep5,redis_n5_feed4,pass,112,0,56,108,107,70,0
concurrency_n5_20260725_115849_redis_feed5_rep1,redis_n5_feed5,pass,145,0,69,137,132,81,0
concurrency_n5_20260725_115849_redis_feed5_rep2,redis_n5_feed5,fail,145,6,75,137,136,97,6
concurrency_n5_20260725_115849_redis_feed5_rep3,redis_n5_feed5,fail,145,6,74,137,137,86,6
concurrency_n5_20260725_115849_redis_feed5_rep4,redis_n5_feed5,fail,145,5,80,140,140,91,5
concurrency_n5_20260725_115849_redis_feed5_rep5,redis_n5_feed5,fail,145,2,75,140,139,84,2
concurrency_n5_20260725_121638_kafka_feed1_rep1,kafka_n5_feed1,fail,148,44,63,144,143,123,44
concurrency_n5_20260725_121638_kafka_feed1_rep2,kafka_n5_feed1,fail,148,24,49,144,143,119,24
concurrency_n5_20260725_121638_kafka_feed1_rep3,kafka_n5_feed1,fail,148,52,70,144,143,135,52
concurrency_n5_20260725_121638_kafka_feed1_rep4,kafka_n5_feed1,fail,148,45,72,148,148,139,45
concurrency_n5_20260725_121638_kafka_feed1_rep5,kafka_n5_feed1,fail,148,49,75,148,148,129,49
concurrency_n5_20260725_121638_kafka_feed2_rep1,kafka_n5_feed2,fail,71,14,24,67,66,51,14
concurrency_n5_20260725_121638_kafka_feed2_rep2,kafka_n5_feed2,fail,71,11,29,67,66,55,11
concurrency_n5_20260725_121638_kafka_feed2_rep3,kafka_n5_feed2,fail,71,29,31,67,66,56,29
concurrency_n5_20260725_121638_kafka_feed2_rep4,kafka_n5_feed2,fail,71,16,28,71,71,61,16
concurrency_n5_20260725_121638_kafka_feed2_rep5,kafka_n5_feed2,fail,71,24,34,71,71,66,24
concurrency_n5_20260725_121638_kafka_feed3_rep1,kafka_n5_feed3,fail,121,23,42,118,117,88,23
concurrency_n5_20260725_121638_kafka_feed3_rep2,kafka_n5_feed3,fail,121,37,50,117,116,105,37
concurrency_n5_20260725_121638_kafka_feed3_rep3,kafka_n5_feed3,fail,121,45,72,117,117,110,45
concurrency_n5_20260725_121638_kafka_feed3_rep4,kafka_n5_feed3,fail,121,49,83,121,121,114,49
concurrency_n5_20260725_121638_kafka_feed3_rep5,kafka_n5_feed3,fail,121,28,57,121,121,101,28
