t_wall_ns,pid,on_cpu_ns,wait_ns,slices,n_threads,schedstats_enabled
1784997999833639303,344422,1954189537,2058353096,2603,2,1
1784997999833639303,344425,1711403848,2510428797,3123,2,1
1784997999833639303,344429,1339007646,2398860941,13475,1,1
1784997999833639303,344438,578425867,1522398316,616,12,1
1784997999833639303,344439,591221433,1339002873,946,14,1
1784997999833639303,344442,596422590,1497509622,931,12,1
1784997999833639303,344443,677797859,1589149975,1901,13,1
1784997999833639303,344445,608010640,1487394524,1163,13,1
1784997999833639303,344482,608547367,1087551969,536,9,1
1784997999833639303,344485,625325355,1530871829,1450,9,1
1784997999833639303,344489,573369629,1601144875,392,9,1
1784997999833639303,344492,642551392,1597432667,496,9,1
1784997999833639303,344493,636614120,1586516474,1571,9,1
1784998000348094166,344387,2001926303,2413800735,2333,2,1
1784998000348094166,344395,1594105917,2377522664,16373,1,1
1784998000348094166,344411,1539723533,2799405071,15086,1,1
1784998000348094166,344415,1784286873,2183827758,3566,2,1
1784998000348094166,344418,1674827887,3124729437,17490,1,1
1784998000348094166,344422,1954925621,2058353096,2604,2,1
1784998000348094166,344425,1712148395,2511582198,3124,2,1
1784998000348094166,344429,1339007646,2398860941,13475,1,1
1784998000348094166,344438,578425867,1522398316,616,12,1
1784998000348094166,344439,591221433,1339002873,946,14,1
1784998000348094166,344442,596422590,1497509622,931,12,1
1784998000348094166,344443,677797859,1589149975,1901,13,1
1784998000348094166,344445,608010640,1487394524,1163,13,1
1784998000348094166,344482,608547367,1087551969,536,9,1
1784998000348094166,344485,625325355,1530871829,1450,9,1
1784998000348094166,344489,573369629,1601144875,392,9,1
1784998000348094166,344492,642551392,1597432667,496,9,1
1784998000348094166,344493,636614120,1586516474,1571,9,1
1784998000858640610,344387,2002588096,2413800735,2334,2,1
1784998000858640610,344395,1594403173,2377522664,16374,1,1
1784998000858640610,344411,1539952356,2799405071,15087,1,1
1784998000858640610,344415,1785941405,2184580087,3567,2,1
1784998000858640610,344418,1675510681,3125839652,17494,1,1
1784998000858640610,344422,1956535196,2060143131,2606,2,1
1784998000858640610,344425,1713409367,2511940596,3125,2,1
1784998000858640610,344429,1339297912,2401309585,13476,1,1
1784998000858640610,344438,578425867,1522398316,616,12,1
1784998000858640610,344439,591221433,1339002873,946,14,1
1784998000858640610,344442,596422590,1497509622,931,12,1
1784998000858640610,344443,678661845,1591974564,1908,13,1
1784998000858640610,344445,608010640,1487394524,1163,13,1
1784998000858640610,344482,608547367,1087551969,536,9,1
1784998000858640610,344485,625325355,1530871829,1450,9,1
1784998000858640610,344489,575379825,1601144875,396,9,1
1784998000858640610,344492,642551392,1597432667,496,9,1
1784998000858640610,344493,638581372,1593282726,1576,9,1
1784998001370636648,344387,2003441697,2416800526,2336,2,1
1784998001370636648,344395,1594403173,2377522664,16374,1,1
1784998001370636648,344411,1539952356,2799405071,15087,1,1
1784998001370636648,344415,1786645802,2186835390,3568,2,1
1784998001370636648,344418,1675510681,3125839652,17494,1,1
1784998001370636648,344422,1957196148,2060143131,2607,2,1
1784998001370636648,344425,1714171000,2514893576,3126,2,1
1784998001370636648,344429,1339297912,2401309585,13476,1,1
1784998001370636648,344438,578425867,1522398316,616,12,1
1784998001370636648,344439,591221433,1339002873,946,14,1
1784998001370636648,344442,596422590,1497509622,931,12,1
1784998001370636648,344443,678661845,1591974564,1908,13,1
1784998001370636648,344445,608010640,1487394524,1163,13,1
1784998001370636648,344482,608547367,1087551969,536,9,1
1784998001370636648,344485,625325355,1530871829,1450,9,1
1784998001370636648,344489,575379825,1601144875,396,9,1
1784998001370636648,344492,642551392,1597432667,496,9,1
1784998001370636648,344493,638581372,1593282726,1576,9,1
1784998001884619478,344387,2004091462,2419429160,2337,2,1
1784998001884619478,344395,1594638386,2377522664,16375,1,1
1784998001884619478,344411,1540471325,2801218261,15089,1,1
1784998001884619478,344415,1788267876,2189554379,3570,2,1
1784998001884619478,344418,1675890371,3125839652,17496,1,1
1784998001884619478,344422,1958351040,2060328830,2608,2,1
1784998001884619478,344425,1716146625,2515393496,3128,2,1
1784998001884619478,344429,1339522839,2401309585,13477,1,1
1784998001884619478,344438,578425867,1522398316,616,12,1
1784998001884619478,344439,591221433,1339002873,946,14,1
1784998001884619478,344442,597169130,1499687510,938,12,1
1784998001884619478,344443,679348907,1592469256,1913,13,1
1784998001884619478,344445,608010640,1487394524,1163,13,1
1784998001884619478,344482,608547367,1087551969,536,9,1
1784998001884619478,344485,625325355,1530871829,1450,9,1
1784998001884619478,344489,575379825,1601144875,396,9,1
1784998001884619478,344492,644150492,1597432667,500,9,1
1784998001884619478,344493,638581372,1593282726,1576,9,1
1784998002399233614,344387,2008224364,2421906237,2355,2,1
1784998002399233614,344395,1594638386,2377522664,16375,1,1
1784998002399233614,344411,1540471325,2801218261,15089,1,1
1784998002399233614,344415,1797539386,2209987206,3589,2,1
1784998002399233614,344418,1675890371,3125839652,17496,1,1
1784998002399233614,344422,1961206231,2065869333,2619,2,1
1784998002399233614,344425,1724765136,2522110607,3220,2,1
1784998002399233614,344429,1339522839,2401309585,13477,1,1
1784998002399233614,344438,578425867,1522398316,616,12,1
