t_wall,rho,loadavg
1784966567.741278,0.7525,6.3
1784966568.2421026,0.755,6.3
1784966568.743274,0.74314,6.11
1784966569.2440937,0.75312,6.11
1784966569.7452748,0.7581,6.11
1784966570.2461524,0.75188,6.11
1784966570.7482753,0.74627,6.11
1784966571.2490897,0.76,6.11
1784966571.7499025,0.75062,6.11
1784966572.2507043,0.7475,6.11
1784966572.7522776,0.75931,6.11
1784966573.2530613,0.75,6.11
1784966573.7542694,0.74314,6.1
1784966574.2562704,0.74564,6.1
1784966574.7570639,0.7606,6.1
1784966575.257878,0.75,6.1
1784966575.7583327,0.75312,6.1
1784966576.259173,0.75373,6.1
1784966576.7599869,0.75,6.1
1784966577.2632768,0.75495,6.1
1784966577.76527,0.75,6.1
1784966578.2660365,0.75312,6.1
1784966578.7683713,0.75682,6.18
1784966579.2692,0.75062,6.18
1784966579.7700186,0.75188,6.18
1784966580.272287,0.75186,6.18
1784966580.7730541,0.75188,6.18
1784966581.2738333,0.74813,6.18
1784966581.774283,0.755,6.18
1784966582.2750943,0.75,6.18
1784966582.7762716,0.74752,6.18
1784966583.2770882,0.75439,6.18
1784966583.7782626,0.75124,5.92
1784966584.2812722,0.75312,5.92
1784966584.7820885,0.74813,5.92
1784966585.2842338,0.75124,5.92
