slot_ts,n_matches,competitions
2021-05-05 18:30:00,1,FA Women's Super League
2021-05-08 16:15:00,1,La Liga
2021-05-11 22:00:00,1,La Liga
2021-05-16 18:30:00,1,La Liga
2021-06-11 21:00:00,1,UEFA Euro
2021-06-12 15:00:00,1,UEFA Euro
2021-06-12 18:00:00,1,UEFA Euro
2021-06-12 21:00:00,1,UEFA Euro
2021-06-13 15:00:00,1,UEFA Euro
2021-06-13 18:00:00,1,UEFA Euro
2021-06-13 21:00:00,1,UEFA Euro
2021-06-14 15:00:00,1,UEFA Euro
2021-06-14 18:00:00,1,UEFA Euro
2021-06-14 21:00:00,1,UEFA Euro
2021-06-15 18:00:00,1,UEFA Euro
2021-06-15 21:00:00,1,UEFA Euro
2021-06-16 15:00:00,1,UEFA Euro
2021-06-16 18:00:00,1,UEFA Euro
2021-06-16 21:00:00,1,UEFA Euro
2021-06-17 15:00:00,1,UEFA Euro
2021-06-17 18:00:00,1,UEFA Euro
2021-06-17 21:00:00,1,UEFA Euro
2021-06-18 15:00:00,1,UEFA Euro
2021-06-18 18:00:00,1,UEFA Euro
2021-06-18 21:00:00,1,UEFA Euro
2021-06-19 15:00:00,1,UEFA Euro
2021-06-19 18:00:00,1,UEFA Euro
2021-06-19 21:00:00,1,UEFA Euro
2021-06-26 18:00:00,1,UEFA Euro
2021-06-26 21:00:00,1,UEFA Euro
2021-06-27 18:00:00,1,UEFA Euro
2021-06-27 21:00:00,1,UEFA Euro
2021-06-28 18:00:00,1,UEFA Euro
2021-06-28 21:00:00,1,UEFA Euro
2021-06-29 18:00:00,1,UEFA Euro
2021-06-29 21:00:00,1,UEFA Euro
2021-07-02 18:00:00,1,UEFA Euro
2021-07-02 21:00:00,1,UEFA Euro
2021-07-03 18:00:00,1,UEFA Euro
2021-07-03 21:00:00,1,UEFA Euro
2021-07-06 21:00:00,1,UEFA Euro
2021-07-07 21:00:00,1,UEFA Euro
2021-07-11 21:00:00,1,UEFA Euro
2021-08-29 20:45:00,1,Ligue 1
2021-09-19 20:45:00,1,Ligue 1
2021-10-03 13:00:00,1,Ligue 1
2021-10-24 20:45:00,1,Ligue 1
2021-10-29 21:00:00,1,Ligue 1
2021-11-19 16:00:00,1,Indian Super league
2021-11-20 16:00:00,1,Indian Super league
2021-11-20 18:00:00,1,Ligue 1
2021-11-21 16:00:00,1,Indian Super league
2021-11-22 16:00:00,1,Indian Super league
2021-11-23 16:00:00,1,Indian Super league
2021-11-24 16:00:00,1,Indian Super league
2021-11-25 16:00:00,1,Indian Super league
2021-11-26 16:00:00,1,Indian Super league
2021-11-27 16:00:00,1,Indian Super league
2021-11-27 18:00:00,1,Indian Super league
2021-11-28 14:00:00,1,Ligue 1
2021-11-28 16:00:00,1,Indian Super league
2021-11-29 16:00:00,1,Indian Super league
2021-11-30 16:00:00,1,Indian Super league
2021-12-01 16:00:00,1,Indian Super league
2021-12-01 22:05:00,1,Ligue 1
2021-12-02 16:00:00,1,Indian Super league
2021-12-03 16:00:00,1,Indian Super league
2021-12-04 16:00:00,1,Indian Super league
2021-12-04 18:00:00,1,Indian Super league
2021-12-04 22:00:00,1,Ligue 1
2021-12-05 16:00:00,1,Indian Super league
2021-12-06 16:00:00,1,Indian Super league
2021-12-07 16:00:00,1,Indian Super league
2021-12-08 16:00:00,1,Indian Super league
2021-12-09 16:00:00,1,Indian Super league
2021-12-10 16:00:00,1,Indian Super league
2021-12-11 16:00:00,1,Indian Super league
2021-12-11 18:00:00,1,Indian Super league
2021-12-12 16:00:00,1,Indian Super league
2021-12-12 21:45:00,1,Ligue 1
2021-12-13 16:00:00,1,Indian Super league
2021-12-14 16:00:00,1,Indian Super league
2021-12-15 16:00:00,1,Indian Super league
2021-12-16 16:00:00,1,Indian Super league
2021-12-17 16:00:00,1,Indian Super league
2021-12-18 16:00:00,1,Indian Super league
2021-12-18 18:00:00,1,Indian Super league
2021-12-19 16:00:00,1,Indian Super league
2021-12-20 16:00:00,1,Indian Super league
2021-12-21 16:00:00,1,Indian Super league
2021-12-22 16:00:00,1,Indian Super league
2021-12-22 22:00:00,1,Ligue 1
2021-12-23 16:00:00,1,Indian Super league
2021-12-24 16:00:00,1,Indian Super league
2021-12-26 16:00:00,1,Indian Super league
2021-12-27 16:00:00,1,Indian Super league
2021-12-28 16:00:00,1,Indian Super league
2021-12-29 16:00:00,1,Indian Super league
2021-12-30 16:00:00,1,Indian Super league
2022-01-02 16:00:00,1,Indian Super league
2022-01-02 18:00:00,1,Indian Super league
2022-01-03 16:00:00,1,Indian Super league
2022-01-04 16:00:00,1,Indian Super league
2022-01-05 16:00:00,1,Indian Super league
2022-01-06 16:00:00,1,Indian Super league
2022-01-07 16:00:00,1,Indian Super league
2022-01-08 18:00:00,1,Indian Super league
2022-01-09 16:00:00,1,Indian Super league
2022-01-10 16:00:00,1,Indian Super league
2022-01-11 16:00:00,1,Indian Super league
2022-01-12 16:00:00,1,Indian Super league
2022-01-13 16:00:00,1,Indian Super league
2022-01-14 16:00:00,1,Indian Super league
2022-01-18 16:00:00,1,Indian Super league
2022-01-19 16:00:00,1,Indian Super league
2022-01-22 16:00:00,1,Indian Super league
2022-01-23 16:00:00,1,Indian Super league
2022-01-23 18:00:00,1,Indian Super league
2022-01-23 21:45:00,1,Ligue 1
2022-01-24 16:00:00,1,Indian Super league
2022-01-25 16:00:00,1,Indian Super league
2022-01-26 16:00:00,1,Indian Super league
2022-01-27 16:00:00,1,Indian Super league
2022-01-28 16:00:00,1,Indian Super league
2022-01-29 16:00:00,1,Indian Super league
2022-01-30 16:00:00,1,Indian Super league
2022-01-31 16:00:00,1,Indian Super league
2022-02-01 16:00:00,1,Indian Super league
2022-02-02 16:00:00,1,Indian Super league
2022-02-03 16:00:00,1,Indian Super league
2022-02-04 16:00:00,1,Indian Super league
2022-02-05 16:00:00,1,Indian Super league
2022-02-06 16:00:00,1,Indian Super league
2022-02-06 21:45:00,1,Ligue 1
2022-02-07 16:00:00,1,Indian Super league
2022-02-08 16:00:00,1,Indian Super league
2022-02-09 16:00:00,1,Indian Super league
2022-02-10 16:00:00,1,Indian Super league
2022-02-11 16:00:00,1,Indian Super league
2022-02-11 22:00:00,1,Ligue 1
2022-02-12 16:00:00,1,Indian Super league
2022-02-13 16:00:00,1,Indian Super league
2022-02-14 16:00:00,1,Indian Super league
2022-02-15 16:00:00,1,Indian Super league
2022-02-16 16:00:00,1,Indian Super league
2022-02-17 16:00:00,1,Indian Super league
2022-02-18 16:00:00,1,Indian Super league
2022-02-19 16:00:00,1,Indian Super league
2022-02-19 18:00:00,1,Indian Super league
2022-02-19 22:00:00,1,Ligue 1
2022-02-20 16:00:00,1,Indian Super league
2022-02-21 16:00:00,1,Indian Super league
2022-02-22 16:00:00,1,Indian Super league
2022-02-23 16:00:00,1,Indian Super league
2022-02-24 16:00:00,1,Indian Super league
2022-02-25 16:00:00,1,Indian Super league
2022-02-26 16:00:00,1,Indian Super league
2022-02-26 18:00:00,1,Indian Super league
2022-02-26 22:00:00,1,Ligue 1
2022-02-27 16:00:00,1,Indian Super league
2022-02-28 16:00:00,1,Indian Super league
2022-03-01 16:00:00,1,Indian Super league
2022-03-02 16:00:00,1,Indian Super league
2022-03-03 16:00:00,1,Indian Super league
2022-03-04 16:00:00,1,Indian Super league
2022-03-05 16:00:00,1,Indian Super league
2022-03-05 18:00:00,1,Indian Super league
2022-03-05 22:00:00,1,Ligue 1
2022-03-06 16:00:00,1,Indian Super league
2022-03-07 16:00:00,1,Indian Super league
2022-03-11 16:00:00,1,Indian Super league
2022-03-12 16:00:00,1,Indian Super league
2022-03-13 14:00:00,1,Ligue 1
2022-03-15 16:00:00,1,Indian Super league
2022-03-16 16:00:00,1,Indian Super league
2022-03-20 16:00:00,1,Indian Super league
2022-04-03 20:45:00,1,Ligue 1
2022-04-09 21:00:00,1,Ligue 1
2022-04-17 20:45:00,1,Ligue 1
2022-04-23 21:00:00,1,Ligue 1
2022-04-29 21:00:00,1,Ligue 1
2022-05-08 20:45:00,1,Ligue 1
2022-05-14 21:00:00,1,Ligue 1
2022-05-21 21:00:00,1,Ligue 1
2022-07-06 21:00:00,1,UEFA Women's Euro
2022-07-07 21:00:00,1,UEFA Women's Euro
2022-07-08 18:00:00,1,UEFA Women's Euro
2022-07-08 21:00:00,1,UEFA Women's Euro
2022-07-09 18:00:00,1,UEFA Women's Euro
2022-07-09 21:00:00,1,UEFA Women's Euro
2022-07-10 18:00:00,1,UEFA Women's Euro
2022-07-10 21:00:00,1,UEFA Women's Euro
2022-07-11 18:00:00,1,UEFA Women's Euro
2022-07-11 21:00:00,1,UEFA Women's Euro
2022-07-12 18:00:00,1,UEFA Women's Euro
2022-07-12 21:00:00,1,UEFA Women's Euro
2022-07-13 18:00:00,1,UEFA Women's Euro
2022-07-13 21:00:00,1,UEFA Women's Euro
2022-07-14 18:00:00,1,UEFA Women's Euro
2022-07-14 21:00:00,1,UEFA Women's Euro
2022-07-20 21:00:00,1,UEFA Women's Euro
2022-07-21 21:00:00,1,UEFA Women's Euro
2022-07-22 21:00:00,1,UEFA Women's Euro
2022-07-23 21:00:00,1,UEFA Women's Euro
2022-07-26 21:00:00,1,UEFA Women's Euro
2022-07-27 21:00:00,1,UEFA Women's Euro
2022-07-31 18:00:00,1,UEFA Women's Euro
2022-08-06 21:00:00,1,Ligue 1
2022-08-13 21:00:00,1,Ligue 1
2022-08-21 20:45:00,1,Ligue 1
2022-08-28 20:45:00,1,Ligue 1
2022-08-31 21:00:00,1,Ligue 1
2022-09-03 21:00:00,1,Ligue 1
2022-09-10 17:00:00,1,Ligue 1
2022-09-18 20:45:00,1,Ligue 1
2022-10-01 21:00:00,1,Ligue 1
2022-10-16 20:45:00,1,Ligue 1
2022-10-21 21:00:00,1,Ligue 1
2022-10-29 17:00:00,1,Ligue 1
2022-11-13 14:00:00,1,Ligue 1
2022-11-20 18:00:00,1,FIFA World Cup
2022-11-21 15:00:00,1,FIFA World Cup
2022-11-21 18:00:00,1,FIFA World Cup
2022-11-21 21:00:00,1,FIFA World Cup
2022-11-22 12:00:00,1,FIFA World Cup
2022-11-22 15:00:00,1,FIFA World Cup
2022-11-22 18:00:00,1,FIFA World Cup
2022-11-22 21:00:00,1,FIFA World Cup
2022-11-23 12:00:00,1,FIFA World Cup
2022-11-23 15:00:00,1,FIFA World Cup
2022-11-23 18:00:00,1,FIFA World Cup
2022-11-23 21:00:00,1,FIFA World Cup
2022-11-24 12:00:00,1,FIFA World Cup
2022-11-24 15:00:00,1,FIFA World Cup
2022-11-24 18:00:00,1,FIFA World Cup
2022-11-24 21:00:00,1,FIFA World Cup
2022-11-25 12:00:00,1,FIFA World Cup
2022-11-25 15:00:00,1,FIFA World Cup
2022-11-25 18:00:00,1,FIFA World Cup
2022-11-25 21:00:00,1,FIFA World Cup
2022-11-26 12:00:00,1,FIFA World Cup
2022-11-26 15:00:00,1,FIFA World Cup
2022-11-26 18:00:00,1,FIFA World Cup
2022-11-26 21:00:00,1,FIFA World Cup
2022-11-27 12:00:00,1,FIFA World Cup
2022-11-27 15:00:00,1,FIFA World Cup
2022-11-27 18:00:00,1,FIFA World Cup
2022-11-27 21:00:00,1,FIFA World Cup
2022-11-28 12:00:00,1,FIFA World Cup
2022-11-28 15:00:00,1,FIFA World Cup
2022-11-28 18:00:00,1,FIFA World Cup
2022-11-28 21:00:00,1,FIFA World Cup
2022-12-03 17:00:00,1,FIFA World Cup
2022-12-03 21:00:00,1,FIFA World Cup
2022-12-04 17:00:00,1,FIFA World Cup
2022-12-04 21:00:00,1,FIFA World Cup
2022-12-05 17:00:00,1,FIFA World Cup
2022-12-05 21:00:00,1,FIFA World Cup
2022-12-06 17:00:00,1,FIFA World Cup
2022-12-06 21:00:00,1,FIFA World Cup
2022-12-09 17:00:00,1,FIFA World Cup
2022-12-09 21:00:00,1,FIFA World Cup
2022-12-10 17:00:00,1,FIFA World Cup
2022-12-10 21:00:00,1,FIFA World Cup
2022-12-13 21:00:00,1,FIFA World Cup
2022-12-14 21:00:00,1,FIFA World Cup
2022-12-17 17:00:00,1,FIFA World Cup
2022-12-18 17:00:00,1,FIFA World Cup
2023-01-11 22:00:00,1,Ligue 1
2023-01-15 21:45:00,1,Ligue 1
2023-01-29 21:45:00,1,Ligue 1
2023-02-01 22:00:00,1,Ligue 1
2023-02-04 18:00:00,1,Ligue 1
2023-02-19 14:00:00,1,Ligue 1
2023-02-26 21:45:00,1,Ligue 1
2023-03-04 22:00:00,1,Ligue 1
2023-03-11 22:00:00,1,Ligue 1
2023-03-19 18:05:00,1,Ligue 1
2023-04-02 20:45:00,1,Ligue 1
2023-04-08 21:00:00,1,Ligue 1
2023-04-15 21:00:00,1,Ligue 1
2023-04-21 21:00:00,1,Ligue 1
2023-04-30 18:05:00,1,Ligue 1
2023-05-13 22:00:00,1,Ligue 1
2023-05-21 21:45:00,1,Ligue 1
2023-05-27 22:00:00,1,Ligue 1
2023-06-03 22:00:00,1,Ligue 1
2023-07-20 10:00:00,1,Women's World Cup
2023-07-20 13:00:00,1,Women's World Cup
2023-07-21 05:30:00,1,Women's World Cup
2023-07-21 08:00:00,1,Women's World Cup
2023-07-21 10:30:00,1,Women's World Cup
2023-07-22 04:00:00,1,Women's World Cup
2023-07-22 10:00:00,1,Women's World Cup
2023-07-22 12:30:00,1,Women's World Cup
2023-07-22 15:00:00,1,Women's World Cup
2023-07-23 08:00:00,1,Women's World Cup
2023-07-23 10:30:00,1,Women's World Cup
2023-07-23 13:00:00,1,Women's World Cup
2023-07-24 09:00:00,1,Women's World Cup
2023-07-24 11:30:00,1,Women's World Cup
2023-07-24 14:00:00,1,Women's World Cup
2023-07-25 05:00:00,1,Women's World Cup
2023-07-25 08:30:00,1,Women's World Cup
2023-07-25 11:00:00,1,Women's World Cup
2023-07-26 08:00:00,1,Women's World Cup
2023-07-26 10:30:00,1,Women's World Cup
2023-07-26 15:00:00,1,Women's World Cup
2023-07-27 04:00:00,1,Women's World Cup
2023-07-27 10:30:00,1,Women's World Cup
2023-07-27 13:00:00,1,Women's World Cup
2023-07-28 03:00:00,1,Women's World Cup
2023-07-28 11:30:00,1,Women's World Cup
2023-07-28 14:00:00,1,Women's World Cup
2023-07-29 10:30:00,1,Women's World Cup
2023-07-29 13:00:00,1,Women's World Cup
2023-07-29 15:30:00,1,Women's World Cup
2023-07-30 07:30:00,1,Women's World Cup
2023-07-30 12:30:00,1,Women's World Cup
2023-08-05 08:00:00,1,Women's World Cup
2023-08-05 11:00:00,1,Women's World Cup
2023-08-06 05:00:00,1,Women's World Cup
2023-08-06 12:00:00,1,Women's World Cup
2023-08-07 10:30:00,1,Women's World Cup
2023-08-07 13:30:00,1,Women's World Cup
2023-08-08 11:00:00,1,Women's World Cup
2023-08-08 14:00:00,1,Women's World Cup
2023-08-11 04:00:00,1,Women's World Cup
2023-08-11 10:30:00,1,Women's World Cup
2023-08-12 10:00:00,1,Women's World Cup
2023-08-12 13:30:00,1,Women's World Cup
2023-08-15 11:00:00,1,Women's World Cup
2023-08-16 13:00:00,1,Women's World Cup
2023-08-19 11:00:00,1,Women's World Cup
2023-08-19 16:30:00,1,1. Bundesliga
2023-08-20 13:00:00,1,Women's World Cup
2023-08-26 19:30:00,1,1. Bundesliga
2023-08-27 02:39:00,1,Major League Soccer
2023-08-31 02:39:00,1,Major League Soccer
2023-09-02 16:30:00,1,1. Bundesliga
2023-09-04 05:09:00,1,Major League Soccer
2023-09-15 21:30:00,1,1. Bundesliga
2023-09-21 02:39:00,1,Major League Soccer
2023-09-24 16:30:00,1,1. Bundesliga
2023-09-30 16:30:00,1,1. Bundesliga
2023-10-08 02:39:00,1,Major League Soccer
2023-10-08 16:30:00,1,1. Bundesliga
2023-10-21 16:30:00,1,1. Bundesliga
2023-10-22 01:09:00,1,Major League Soccer
2023-10-29 18:30:00,1,1. Bundesliga
2023-11-04 16:30:00,1,1. Bundesliga
2023-11-12 16:30:00,1,1. Bundesliga
2023-11-25 16:30:00,1,1. Bundesliga
2023-12-03 18:30:00,1,1. Bundesliga
2023-12-10 16:30:00,1,1. Bundesliga
2023-12-17 18:30:00,1,1. Bundesliga
2023-12-20 21:30:00,1,1. Bundesliga
2024-01-13 16:30:00,1,1. Bundesliga
2024-01-13 22:00:00,1,African Cup of Nations
2024-01-14 16:00:00,1,African Cup of Nations
2024-01-14 19:00:00,1,African Cup of Nations
2024-01-14 22:00:00,1,African Cup of Nations
2024-01-15 16:00:00,1,African Cup of Nations
2024-01-15 19:00:00,1,African Cup of Nations
2024-01-15 22:00:00,1,African Cup of Nations
2024-01-16 16:00:00,1,African Cup of Nations
2024-01-16 19:00:00,1,African Cup of Nations
2024-01-16 22:00:00,1,African Cup of Nations
2024-01-17 19:00:00,1,African Cup of Nations
2024-01-17 22:00:00,1,African Cup of Nations
2024-01-18 16:00:00,1,African Cup of Nations
2024-01-18 19:00:00,1,African Cup of Nations
2024-01-18 22:00:00,1,African Cup of Nations
2024-01-19 16:00:00,1,African Cup of Nations
2024-01-19 19:00:00,1,African Cup of Nations
2024-01-19 22:00:00,1,African Cup of Nations
2024-01-20 16:00:00,1,African Cup of Nations
2024-01-20 19:00:00,1,African Cup of Nations
2024-01-20 19:30:00,1,1. Bundesliga
2024-01-20 22:00:00,1,African Cup of Nations
2024-01-21 16:00:00,1,African Cup of Nations
2024-01-21 19:00:00,1,African Cup of Nations
2024-01-21 22:00:00,1,African Cup of Nations
2024-01-27 19:00:00,1,African Cup of Nations
2024-01-27 19:30:00,1,1. Bundesliga
2024-01-27 22:00:00,1,African Cup of Nations
2024-01-28 19:00:00,1,African Cup of Nations
2024-01-28 22:00:00,1,African Cup of Nations
2024-01-29 19:00:00,1,African Cup of Nations
2024-01-29 22:00:00,1,African Cup of Nations
2024-01-30 19:00:00,1,African Cup of Nations
2024-01-30 22:00:00,1,African Cup of Nations
2024-02-02 19:00:00,1,African Cup of Nations
2024-02-02 22:00:00,1,African Cup of Nations
2024-02-03 16:30:00,1,1. Bundesliga
2024-02-03 19:00:00,1,African Cup of Nations
2024-02-03 22:00:00,1,African Cup of Nations
2024-02-07 19:00:00,1,African Cup of Nations
2024-02-07 22:00:00,1,African Cup of Nations
2024-02-10 19:30:00,1,1. Bundesliga
2024-02-10 22:00:00,1,African Cup of Nations
2024-02-11 22:00:00,1,African Cup of Nations
2024-02-17 16:30:00,1,1. Bundesliga
2024-02-23 21:30:00,1,1. Bundesliga
2024-03-03 16:30:00,1,1. Bundesliga
2024-03-10 20:30:00,1,1. Bundesliga
2024-03-17 16:30:00,1,1. Bundesliga
2024-03-30 16:30:00,1,1. Bundesliga
2024-04-06 15:30:00,1,1. Bundesliga
2024-04-14 17:30:00,1,1. Bundesliga
2024-04-21 17:30:00,1,1. Bundesliga
2024-04-27 19:30:00,1,1. Bundesliga
2024-05-05 18:30:00,1,1. Bundesliga
2024-05-12 20:30:00,1,1. Bundesliga
2024-05-18 16:30:00,1,1. Bundesliga
